,dbn,school_name,school_type_x,quality_review_rating,progress_rating,achievement_rating,environment_rating,college_and_career_readiness,closing_the_achievement_gap,free_lunch,average_grade_8_english,average_grade_8_math,quality_review_how_interesting,quality_review_how_effective,quality_review_how_well_does,quality_review_how_clearly,quality_review_how_well_do,average_sat_score,zip,advanced_placement_courses,online_ap_courses,postalcode
399,05M157,The Urban Assembly School for Global Commerce,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.12,1.99,N/A,N/A,N/A,N/A,N/A,,10035,N/A,N/A,10035
400,10X264,Bronx Academy for Software Engineering (BASE),High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.41,2.44,N/A,N/A,N/A,N/A,N/A,,10458,N/A,N/A,10458
401,10X351,Bronx Collaborative High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.34,2.25,N/A,N/A,N/A,N/A,N/A,,10468,N/A,N/A,10468
402,08X349,Bronx River High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.29,2.07,N/A,N/A,N/A,N/A,N/A,,10461,N/A,N/A,10461
403,07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.26,2.15,N/A,N/A,N/A,N/A,N/A,,10455,N/A,N/A,10455
404,08X320,Pelham Lab High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.15,2.15,N/A,N/A,N/A,N/A,N/A,,10461,N/A,N/A,10461
405,08X348,Schuylerville Preparatory High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.33,2.14,N/A,N/A,N/A,N/A,N/A,,10461,N/A,N/A,10461
406,10X353,World View High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.16,2.10,N/A,N/A,N/A,N/A,N/A,,10468,N/A,N/A,10468
407,22K611,Origins High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.43,2.26,N/A,N/A,N/A,N/A,N/A,,11235,N/A,N/A,11235
408,30Q258,Energy Tech High School,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.48,2.49,N/A,N/A,N/A,N/A,N/A,,11106,N/A,N/A,11106
409,29Q243,Institute for Health Professions at Cambria Heights,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.59,2.51,2.29,N/A,N/A,N/A,N/A,N/A,,11411,N/A,N/A,11411
410,24Q236,International High School for Health Sciences,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,1.79,2.12,N/A,N/A,N/A,N/A,N/A,,11373,N/A,N/A,11373
411,25Q241,Queens High School for Language Studies,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.59,2.63,N/A,N/A,N/A,N/A,N/A,,11354,N/A,N/A,11354
412,25Q240,Veritas Academy,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.6,2.65,2.54,N/A,N/A,N/A,N/A,N/A,,11354,N/A,N/A,11354
413,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,High School,N/A,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,N/A,0.238,3.56,3.34,N/A,N/A,N/A,N/A,N/A,1776,10023,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, French Language, Italian Language and Culture, Japanese Language and Culture, Music Theory, Spanish Language, Statistics, United States History, World History",N/A,10023
414,31R605,Staten Island Technical High School,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.203,3.83,3.91,N/A,N/A,N/A,N/A,N/A,2017,10306,"Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, Economics: Macro, English Language and Composition, English Literature and Composition, Government and Politics: United States, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Russian Language and Culture, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, United States History, World History",N/A,10306
415,02M475,Stuyvesant High School,High School,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.341,3.99,4.14,N/A,N/A,N/A,N/A,N/A,2133,10282,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science AB, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: Comparative, Government and Politics: United States, Italian Language and Culture, Japanese Language and Culture, Latin Literature, Music Theory, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language, Spanish Literature, Statistics, United States History, World History",N/A,10282
416,05M692,"High School for Mathematics, Science and Engineering at City College",High School,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.39,3.67,3.75,N/A,N/A,N/A,N/A,N/A,1903,10031,"Calculus BC, Chemistry, English Literature and Composition, German Language, Statistics, World History",N/A,10031
417,10X696,High School of American Studies at Lehman College,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,N/A,0.22,3.78,3.71,N/A,N/A,N/A,N/A,N/A,1970,10468,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language, United States History, World History",N/A,10468
418,13K430,Brooklyn Technical High School,High School,Proficient,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.488,3.69,3.86,Well Developed,Well Developed,Developing,Proficient,Developing,1896,11217,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: Comparative, Government and Politics: United States, Human Geography, Italian Language and Culture, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language, Statistics, Studio Art: 2-D Design, Studio Art: 3-D Design, United States History, World History","Economics: Micro, Physics B",11217
419,10X445,Bronx High School of Science,High School,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.33,3.84,3.95,N/A,N/A,N/A,N/A,N/A,2029,10468,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Computer Science AB, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: Comparative, Government and Politics: United States, Human Geography, Italian Language and Culture, Japanese Language and Culture, Latin: Vergil, Music Theory, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language, Spanish Literature, Statistics, Studio Art: 2-D Design, Studio Art: Drawing, United States History, World History",N/A,10468
420,14K449,"Brooklyn Latin School, The",High School,Well Developed,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.566,3.53,3.56,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,1780,11206,N/A,N/A,11206
421,28Q687,Queens High School for the Sciences at York College,High School,N/A,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,N/A,0.373,3.74,3.96,N/A,N/A,N/A,N/A,N/A,1951,11433,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, French Language, Government and Politics: United States, Physics B, Spanish Language, Statistics, United States History, World History",N/A,11433
